id,tenant_id,environment_id,customer_id,subscription_id,invoice_number,invoice_type,invoice_status,payment_status,currency,amount_due,amount_paid,amount_remaining,subtotal,total,total_discount,total_tax,adjustment_amount,refunded_amount,billing_sequence,description,due_date,paid_at,voided_at,finalized_at,billing_period,period_start,period_end,invoice_pdf_url,billing_reason,metadata,idempotency_key,version,status,created_by,updated_by,created_at,updated_at
inv_01K76TMF5D2KZ1YXBNHQJMY7Z8,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4CS1RNJNDB90M115F028GM4,INV-202510-00089,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CS1RNJNDB90M115F028GM4,2025-10-06T11:06:52Z,2025-10-10T11:29:31Z,,2025-10-10T10:28:30Z,MONTHLY,2025-09-05T11:06:52Z,2025-10-05T11:06:52Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnelVlazlIV2daZVU2VVM1Nnpnc210dGhnRUZiLDE1MDYzMjkxNA0200bhrL9wKr/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnelVlazlIV2daZVU2VVM1Nnpnc210dGhnRUZiLDE1MDYzMjkxNA0200bhrL9wKr?s=ap""}",subscription_invoice-a7a0d97f50962e03,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:28:29Z,2025-10-10T11:29:31Z
inv_01K76TMVYKKJPZT18M6W7JH4VP,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4CRZV01BSKZWJ0GQ61Y57Z3,INV-202510-00090,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CRZV01BSKZWJ0GQ61Y57Z3,2025-10-06T11:06:52Z,2025-10-10T11:28:57Z,,2025-10-10T10:28:43Z,MONTHLY,2025-09-05T11:06:52Z,2025-10-05T11:06:52Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnWUdiOXprbUs5UERRYTdTamtCWFZSaG9qNEgxLDE1MDYzMjkyNw0200LIvhGKmW/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnWUdiOXprbUs5UERRYTdTamtCWFZSaG9qNEgxLDE1MDYzMjkyNw0200LIvhGKmW?s=ap""}",subscription_invoice-a729cef914ce1718,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:28:43Z,2025-10-10T11:28:57Z
inv_01K76TN45NVEQ8EMC9RW6DFYD2,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4CRZ1TH23PT3D32C86M8ZSZ,INV-202510-00091,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CRZ1TH23PT3D32C86M8ZSZ,2025-10-06T11:06:52Z,2025-10-10T11:32:13Z,,2025-10-10T10:28:52Z,MONTHLY,2025-09-05T11:06:52Z,2025-10-05T11:06:52Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnQ0s1M1ZMWUNGMmlSa3dLVElSTXVudkhma25uLDE1MDYzMjkzNg0200qIhKCOYD/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnQ0s1M1ZMWUNGMmlSa3dLVElSTXVudkhma25uLDE1MDYzMjkzNg0200qIhKCOYD?s=ap""}",subscription_invoice-617421b381d4616e,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:28:51Z,2025-10-10T11:32:13Z
inv_01K76TNCBNXTSR9M80PQ4SZ6K8,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4CRXMCMA0E1E17DR8265WQB,INV-202510-00092,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CRXMCMA0E1E17DR8265WQB,2025-10-06T11:06:52Z,2025-10-10T11:29:16Z,,2025-10-10T10:29:00Z,MONTHLY,2025-09-05T11:06:52Z,2025-10-05T11:06:52Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnMzlmemlnRWU0STk4U0FlRnM4WDZGM0ZyenFkLDE1MDYzMjk0NA0200rJsf7HMJ/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNnMzlmemlnRWU0STk4U0FlRnM4WDZGM0ZyenFkLDE1MDYzMjk0NA0200rJsf7HMJ?s=ap""}",subscription_invoice-9918967617f9668b,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:28:59Z,2025-10-10T11:29:16Z
inv_01K76TNMQ9GN1SQVJ7WJ8977Y7,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4CRWYGTKDH309992ZR85BY0,INV-202510-00093,SUBSCRIPTION,FINALIZED,PENDING,usd,315.22,0,315.22,315.22,315.22,0,0,0,0,2,Invoice for subscription subs_01K4CRWYGTKDH309992ZR85BY0,2025-10-06T11:06:30Z,,,2025-10-10T10:29:09Z,MONTHLY,2025-09-05T11:06:30Z,2025-10-05T11:06:30Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNndHUyRGE4Q1JwZ29GM3d5bGVwQjlhR1k3TGRkLDE1MDYzMjk1Mw0200Zxx2KZmH/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNndHUyRGE4Q1JwZ29GM3d5bGVwQjlhR1k3TGRkLDE1MDYzMjk1Mw0200Zxx2KZmH?s=ap""}",subscription_invoice-28408c64bfe2eedf,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:29:08Z,2025-10-10T10:29:13Z
inv_01K76TNYZTEM1VW17G9AT5AVJA,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4CRWGNTWEGNFT23Q37DQQS5,INV-202510-00094,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CRWGNTWEGNFT23Q37DQQS5,2025-10-06T11:06:16Z,2025-10-10T11:31:18Z,,2025-10-10T10:29:19Z,MONTHLY,2025-09-05T11:06:16Z,2025-10-05T11:06:16Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNoeWxIV1JJY0VjTDB1a2xwSEdIYzZSdnhmbTJZLDE1MDYzMjk2Mw0200u2bTvTMd/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNoeWxIV1JJY0VjTDB1a2xwSEdIYzZSdnhmbTJZLDE1MDYzMjk2Mw0200u2bTvTMd?s=ap""}",subscription_invoice-afeccc2ad7759b00,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:29:18Z,2025-10-10T11:31:18Z
inv_01K76TPNZ3KF5SXE3ZN6QZGC0H,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K42QKGCX1PV10F5NJ20FNV2H,subs_01K47M3DEENPANP01FFW82Q7PT,INV-202510-00095,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,3,Invoice for subscription subs_01K47M3DEENPANP01FFW82Q7PT,2025-10-04T11:00:40Z,2025-10-10T11:30:45Z,,2025-10-10T10:29:43Z,MONTHLY,2025-09-03T11:00:40Z,2025-10-03T11:00:40Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNoYm1INWxrWmpLYjVzbGhPajNGc3doaTZCeDFOLDE1MDYzMjk4Nw0200xxUItF8l/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDNoYm1INWxrWmpLYjVzbGhPajNGc3doaTZCeDFOLDE1MDYzMjk4Nw0200xxUItF8l?s=ap""}",subscription_invoice-71d09516fb726c6e,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:29:42Z,2025-10-10T11:30:45Z
inv_01K76VM30KP1D6MD5ZZG2Y7PGX,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4CJB0CN4YXQVD26N0RAHW7R,INV-202510-00096,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CJB0CN4YXQVD26N0RAHW7R,2025-10-06T09:10:31Z,2025-10-10T11:46:51Z,,2025-10-10T10:45:46Z,MONTHLY,2025-09-05T09:10:31Z,2025-10-05T09:10:31Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN4Y2tPRkRIdWJyRmEwdmFkNFcyYjJHaExsbFRtLDE1MDYzMzk0OQ0200GbKlAcuQ/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN4Y2tPRkRIdWJyRmEwdmFkNFcyYjJHaExsbFRtLDE1MDYzMzk0OQ0200GbKlAcuQ?s=ap""}",subscription_invoice-41c98bc10dd9ffa4,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:45:46Z,2025-10-10T11:46:51Z
inv_01K76VM9SMV1HP05XYB27N3K76,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4CJ8K59VXQDJSYVJ5JTRGQM,INV-202510-00097,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CJ8K59VXQDJSYVJ5JTRGQM,2025-10-06T09:10:31Z,2025-10-10T11:46:18Z,,2025-10-10T10:45:53Z,MONTHLY,2025-09-05T09:10:31Z,2025-10-05T09:10:31Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN4WFQwSlF3VVRQcms4UHhHTVJOQlBNMTRXaXBCLDE1MDYzMzk1OA0200PEhj41rH/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN4WFQwSlF3VVRQcms4UHhHTVJOQlBNMTRXaXBCLDE1MDYzMzk1OA0200PEhj41rH?s=ap""}",subscription_invoice-15cd1d89cbaab9b2,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:45:53Z,2025-10-10T11:46:18Z
inv_01K76VMVG5M2R2TM1A2DPV3D0T,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4CGBAQ3607WNMZJSBHPHET4,INV-202510-00098,SUBSCRIPTION,FINALIZED,PENDING,usd,138.6,0,138.6,138.6,138.6,0,0,0,0,2,Invoice for subscription subs_01K4CGBAQ3607WNMZJSBHPHET4,2025-10-06T08:37:04Z,,,2025-10-10T10:46:11Z,MONTHLY,2025-09-05T08:37:04Z,2025-10-05T08:37:04Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN4czl2NUl3VUc0Y1ZNWjMxaFRkaGdKeU03VDQyLDE1MDYzMzk3NQ0200k7ta4pd3/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN4czl2NUl3VUc0Y1ZNWjMxaFRkaGdKeU03VDQyLDE1MDYzMzk3NQ0200k7ta4pd3?s=ap""}",subscription_invoice-99bfbb2a82cdab04,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:46:11Z,2025-10-10T10:46:15Z
inv_01K76VN70XVM7JSKQ3YCMBMQV0,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4CDAABGKJMMKBJYVZFB7WJK,INV-202510-00099,SUBSCRIPTION,FINALIZED,PENDING,usd,156.79,0,156.79,156.79,156.79,0,0,0,0,2,Invoice for subscription subs_01K4CDAABGKJMMKBJYVZFB7WJK,2025-10-06T07:44:05Z,,,2025-10-10T10:46:23Z,MONTHLY,2025-09-05T07:44:05Z,2025-10-05T07:44:05Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5V0tJMjlwSjNjUk94dHh0NDNIT1hNWWl4cU4zLDE1MDYzMzk5MA0200XMJ38DN2/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5V0tJMjlwSjNjUk94dHh0NDNIT1hNWWl4cU4zLDE1MDYzMzk5MA0200XMJ38DN2?s=ap""}",subscription_invoice-b984c94137ba6dad,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:46:23Z,2025-10-10T10:46:30Z
inv_01K76VNHTBTB5JM5F0YBCBTKEH,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4CD7WJSR5KY826G746JFFFZ,INV-202510-00100,SUBSCRIPTION,FINALIZED,PENDING,usd,295.81,0,295.81,295.81,295.81,0,0,0,0,2,Invoice for subscription subs_01K4CD7WJSR5KY826G746JFFFZ,2025-10-06T07:42:45Z,,,2025-10-10T10:46:34Z,MONTHLY,2025-09-05T07:42:45Z,2025-10-05T07:42:45Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5WDFwYWlxeXVQQTFFTUdVeWhoRzQyUmZMbkJkLDE1MDYzMzk5OA0200pSN2omIP/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5WDFwYWlxeXVQQTFFTUdVeWhoRzQyUmZMbkJkLDE1MDYzMzk5OA0200pSN2omIP?s=ap""}",subscription_invoice-9f8f69c9d48129e2,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:46:34Z,2025-10-10T10:46:38Z
inv_01K76VNSMS57CP94AKAS4V84FN,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4CD6EQPMGSVC195Z1CS135R,INV-202510-00101,SUBSCRIPTION,FINALIZED,PENDING,usd,309.08,0,309.08,309.08,309.08,0,0,0,0,2,Invoice for subscription subs_01K4CD6EQPMGSVC195Z1CS135R,2025-10-06T07:41:58Z,,,2025-10-10T10:46:42Z,MONTHLY,2025-09-05T07:41:58Z,2025-10-05T07:41:58Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5QzdLZWIxS1lLNXZMd2kzZlZMYUhEbm5FMm1wLDE1MDYzNDAwNg0200USN2XZMe/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5QzdLZWIxS1lLNXZMd2kzZlZMYUhEbm5FMm1wLDE1MDYzNDAwNg0200USN2XZMe?s=ap""}",subscription_invoice-a52adc8089577fb5,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:46:42Z,2025-10-10T10:46:46Z
inv_01K76VP1DMM3766H2T3D05NR1Q,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4CD51Q2WK34M4E3NMXR55K9,INV-202510-00102,SUBSCRIPTION,FINALIZED,PENDING,usd,402.08,0,402.08,402.08,402.08,0,0,0,0,2,Invoice for subscription subs_01K4CD51Q2WK34M4E3NMXR55K9,2025-10-06T07:41:13Z,,,2025-10-10T10:46:50Z,MONTHLY,2025-09-05T07:41:13Z,2025-10-05T07:41:13Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5eThwQmFFczQyZ3FHNWYxNWFjM29LcWxkaVM1LDE1MDYzNDAxNA0200fmHgYNCz/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5eThwQmFFczQyZ3FHNWYxNWFjM29LcWxkaVM1LDE1MDYzNDAxNA0200fmHgYNCz?s=ap""}",subscription_invoice-a7cb3b40ecfb65f3,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:46:50Z,2025-10-10T10:46:54Z
inv_01K76VP91TK8W53P340PZ0GYPT,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A60XDJ1T8RGPXFVVPSPN7M,subs_01K4CD42GAGNXB6TCTZPACBG84,INV-202510-00103,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4CD42GAGNXB6TCTZPACBG84,2025-10-06T07:40:40Z,2025-10-10T11:49:59Z,,2025-10-10T10:46:58Z,MONTHLY,2025-09-05T07:40:40Z,2025-10-05T07:40:40Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5REdzaFZ3eWtzVTJwa25PMXRSOXc0YzVnRFJZLDE1MDYzNDAyMQ0200vnqzxubm/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDN5REdzaFZ3eWtzVTJwa25PMXRSOXc0YzVnRFJZLDE1MDYzNDAyMQ0200vnqzxubm?s=ap""}",subscription_invoice-49e2c602b7e54f7a,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:46:57Z,2025-10-10T11:49:59Z
inv_01K76VRV8B6EKA0H1KH0X9Z5NS,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4A86TH00W8GEDPKS9KV5VX6,INV-202510-00104,SUBSCRIPTION,FINALIZED,PENDING,usd,458.22,0,458.22,458.22,458.22,0,0,0,0,2,Invoice for subscription subs_01K4A86TH00W8GEDPKS9KV5VX6,2025-10-05T11:21:23Z,,,2025-10-10T10:48:22Z,MONTHLY,2025-09-04T11:21:23Z,2025-10-04T11:21:23Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwM0ZnUGoxck94YkV2c29mRkQxaFpzaXNyVElILDE1MDYzNDEwNg0200Ln0XXLXY/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwM0ZnUGoxck94YkV2c29mRkQxaFpzaXNyVElILDE1MDYzNDEwNg0200Ln0XXLXY?s=ap""}",subscription_invoice-563ef62a7358d7c4,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:48:22Z,2025-10-10T10:48:26Z
inv_01K76VS2JY3V1732H83DZKGHN7,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A7B61PBY022ZNAAKZH6SNA,subs_01K4A7BKY72XY17N0CSQTYTQ8H,INV-202510-00105,SUBSCRIPTION,FINALIZED,PENDING,usd,458.22,0,458.22,458.22,458.22,0,0,0,0,2,Invoice for subscription subs_01K4A7BKY72XY17N0CSQTYTQ8H,2025-10-05T11:21:23Z,,,2025-10-10T10:48:30Z,MONTHLY,2025-09-04T11:21:23Z,2025-10-04T11:21:23Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwVXp2YUFac0xZbW1YN3UwckNpRjM3amxnekt5LDE1MDYzNDExNA0200fetoHs5H/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwVXp2YUFac0xZbW1YN3UwckNpRjM3amxnekt5LDE1MDYzNDExNA0200fetoHs5H?s=ap""}",subscription_invoice-9372d06fe551915e,3,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,2025-10-10T10:48:29Z,2025-10-10T10:48:34Z
inv_01K76VSAX5JJ5ETV3J9DWJWN52,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A7A4C05NPTDA0FSBDVFW7Y,INV-202510-00106,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A7A4C05NPTDA0FSBDVFW7Y,2025-10-05T11:01:37Z,2025-10-10T11:51:58Z,,2025-10-10T10:48:38Z,MONTHLY,2025-09-04T11:01:37Z,2025-10-04T11:01:37Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwN2xuRE95UFlrMTBpN0hDWXkxMGZHY3loaUZBLDE1MDYzNDEyMQ0200Hvliqpzv/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwN2xuRE95UFlrMTBpN0hDWXkxMGZHY3loaUZBLDE1MDYzNDEyMQ0200Hvliqpzv?s=ap""}",subscription_invoice-d1085b68e230726d,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:48:38Z,2025-10-10T11:51:58Z
inv_01K76VSPYB9J01VC2ZWBXFSPD0,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cust_01K4A5ZJEJ56TMXXTCFH2XM499,subs_01K4A6JR0T8JEJT2TSJ643XPTE,INV-202510-00107,SUBSCRIPTION,FINALIZED,SUCCEEDED,usd,10,10,0,10,10,0,0,0,0,2,Invoice for subscription subs_01K4A6JR0T8JEJT2TSJ643XPTE,2025-10-05T11:01:37Z,2025-10-10T11:49:24Z,,2025-10-10T10:48:51Z,MONTHLY,2025-09-04T11:01:37Z,2025-10-04T11:01:37Z,https://pay.stripe.com/invoice/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwNlZYbDNyWjdWMkdRUGRrdFhyeVNSRWJ5ZVRFLDE1MDYzNDEzNA0200X6n8dXWJ/pdf?s=ap,SUBSCRIPTION_CYCLE,"{""stripe_hosted_invoice_url"":""https://invoice.stripe.com/i/acct_1Rg0lDBVFqEMJNuG/test_YWNjdF8xUmcwbERCVkZxRU1KTnVHLF9URDQwNlZYbDNyWjdWMkdRUGRrdFhyeVNSRWJ5ZVRFLDE1MDYzNDEzNA0200X6n8dXWJ?s=ap""}",subscription_invoice-1b578bfed4537019,4,published,d95842bc-7d6c-4a4e-8dc9-eb9d0780d9f3,,2025-10-10T10:48:50Z,2025-10-10T11:49:24Z
