id,tenant_id,environment_id,external_customer_id,customer_id,subscription_id,sub_line_item_id,price_id,meter_id,feature_id,event_name,source,timestamp,ingested_at,period_id,qty_total,properties,unique_hash
event_01K8D3HE7TF73CAV54SSEXZ2FW,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:16Z,1970-01-01T00:00:00Z,1761375986000,4,"{""api_calls"":4}",a927260f67cfb9b0234107b742a774e310892d765d77fd8cb36fea3eab6cb003
event_01K8D3HE7TF73CAV54SSEXZ2FW,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:16Z,1970-01-01T00:00:00Z,1761376322000,4,"{""api_calls"":4}",a927260f67cfb9b0234107b742a774e310892d765d77fd8cb36fea3eab6cb003
event_01K8D3HBPJF86EPK8M0RXPGM68,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:13Z,1970-01-01T00:00:00Z,1761376322000,29,"{""api_calls"":29}",0fbeee1d7bc1cdd7c0b881638ff2635a78defe4f0c026bf7ccf2a34cb43f61f9
event_01K8D3HBPJF86EPK8M0RXPGM68,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:13Z,1970-01-01T00:00:00Z,1761375986000,29,"{""api_calls"":29}",0fbeee1d7bc1cdd7c0b881638ff2635a78defe4f0c026bf7ccf2a34cb43f61f9
event_01K8D3HBPJF86EPK8M0RXPGM68,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:13Z,1970-01-01T00:00:00Z,1761375655000,29,"{""api_calls"":29}",0fbeee1d7bc1cdd7c0b881638ff2635a78defe4f0c026bf7ccf2a34cb43f61f9
event_01K8D3HA4JYDEBJ1G2KDJK8AP9,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:12Z,1970-01-01T00:00:00Z,1761376322000,25,"{""api_calls"":25}",7879fd2af91549065bdb1cbf7dbf8cc1d4869b7730b36377c51cccd3059ec621
event_01K8D3HA4JYDEBJ1G2KDJK8AP9,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:12Z,1970-01-01T00:00:00Z,1761375986000,25,"{""api_calls"":25}",7879fd2af91549065bdb1cbf7dbf8cc1d4869b7730b36377c51cccd3059ec621
event_01K8D3HA4JYDEBJ1G2KDJK8AP9,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:12Z,1970-01-01T00:00:00Z,1761375655000,25,"{""api_calls"":25}",7879fd2af91549065bdb1cbf7dbf8cc1d4869b7730b36377c51cccd3059ec621
event_01K8D3H8JK53WJ14W5N88PVA5C,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:10Z,1970-01-01T00:00:00Z,1761376322000,92,"{""api_calls"":92}",425a1c27da4eb9a60b43716945099350e79f1cc56c805eb4618e6f7724f1959d
event_01K8D3H8JK53WJ14W5N88PVA5C,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:10Z,1970-01-01T00:00:00Z,1761375986000,92,"{""api_calls"":92}",425a1c27da4eb9a60b43716945099350e79f1cc56c805eb4618e6f7724f1959d
event_01K8D3H8JK53WJ14W5N88PVA5C,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:10Z,1970-01-01T00:00:00Z,1761375655000,92,"{""api_calls"":92}",425a1c27da4eb9a60b43716945099350e79f1cc56c805eb4618e6f7724f1959d
event_01K8D3H6TA4C4KA6FHAM6FXWTK,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:08Z,1970-01-01T00:00:00Z,1761376322000,73,"{""api_calls"":73}",976f4a1e8da25b020431cb177bd5d0659e938bb3754fe4eaeebb6e59c5d2cec0
event_01K8D3H6TA4C4KA6FHAM6FXWTK,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:08Z,1970-01-01T00:00:00Z,1761375986000,73,"{""api_calls"":73}",976f4a1e8da25b020431cb177bd5d0659e938bb3754fe4eaeebb6e59c5d2cec0
event_01K8D3H6TA4C4KA6FHAM6FXWTK,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:08Z,1970-01-01T00:00:00Z,1761375655000,73,"{""api_calls"":73}",976f4a1e8da25b020431cb177bd5d0659e938bb3754fe4eaeebb6e59c5d2cec0
event_01K8D3H5V31CRQP8M2MSZF4VVR,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:07Z,1970-01-01T00:00:00Z,1761376322000,34,"{""api_calls"":34}",cee9b90daad9b482d1ecaaabc66ccc31b261a99c56f7f680cb9d9d58373c7251
event_01K8D3H5V31CRQP8M2MSZF4VVR,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:07Z,1970-01-01T00:00:00Z,1761375986000,34,"{""api_calls"":34}",cee9b90daad9b482d1ecaaabc66ccc31b261a99c56f7f680cb9d9d58373c7251
event_01K8D3H5V31CRQP8M2MSZF4VVR,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:07Z,1970-01-01T00:00:00Z,1761375655000,34,"{""api_calls"":34}",cee9b90daad9b482d1ecaaabc66ccc31b261a99c56f7f680cb9d9d58373c7251
event_01K8D3H522SPE2D0ZQ4260A031,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:06Z,1970-01-01T00:00:00Z,1761376322000,27,"{""api_calls"":27}",e7f247324ed8fec2a06cd55b609644093ac60a15544be46c189b5a734b3be043
event_01K8D3H522SPE2D0ZQ4260A031,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:06Z,1970-01-01T00:00:00Z,1761375986000,27,"{""api_calls"":27}",e7f247324ed8fec2a06cd55b609644093ac60a15544be46c189b5a734b3be043
event_01K8D3H522SPE2D0ZQ4260A031,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:06Z,1970-01-01T00:00:00Z,1761375655000,27,"{""api_calls"":27}",e7f247324ed8fec2a06cd55b609644093ac60a15544be46c189b5a734b3be043
event_01K8D3H4FB30V80F627TKFTE80,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:06Z,1970-01-01T00:00:00Z,1761376322000,13,"{""api_calls"":13}",e742d7aec90ee62fc944dd89f8d56a8e0b0686b9dac6eadd471c65ebb9361ae2
event_01K8D3H4FB30V80F627TKFTE80,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:06Z,1970-01-01T00:00:00Z,1761375986000,13,"{""api_calls"":13}",e742d7aec90ee62fc944dd89f8d56a8e0b0686b9dac6eadd471c65ebb9361ae2
event_01K8D3H4FB30V80F627TKFTE80,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:06Z,1970-01-01T00:00:00Z,1761375655000,13,"{""api_calls"":13}",e742d7aec90ee62fc944dd89f8d56a8e0b0686b9dac6eadd471c65ebb9361ae2
event_01K8D3H39V7KTFHHSTH9Q9YD3X,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:05Z,1970-01-01T00:00:00Z,1761376322000,55,"{""api_calls"":55}",71ecd77b581355f7487856ea7567465e44d7351f69c992cdbe7ed8d126b013d3
event_01K8D3H39V7KTFHHSTH9Q9YD3X,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D31AMKXDF8XH8PA3FB73BR,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:05Z,1970-01-01T00:00:00Z,1761375986000,55,"{""api_calls"":55}",71ecd77b581355f7487856ea7567465e44d7351f69c992cdbe7ed8d126b013d3
event_01K8D3H39V7KTFHHSTH9Q9YD3X,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D2Q7290SE32MJGHTGF1MZE,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:05Z,1970-01-01T00:00:00Z,1761375655000,55,"{""api_calls"":55}",71ecd77b581355f7487856ea7567465e44d7351f69c992cdbe7ed8d126b013d3
event_01K8D3H2Q2R3PPB7R246GA3155,tenant_01K0F7AQCZR5THSG9MHEZE8VKR,env_01K0F7AQEQFTV06P178C1KTR6X,cus_TIciSJDL8QS8OU,cust_01K8D2PERMJ6TX8ATP9C8WCP1Z,subs_01K8D3BJ78M7F0FCPFBBXJWJPG,subs_line_01K8D2Q72ESN6FPP72RA2SWWQR,price_01K42Q7VQEDETDGSA80A8WRJ2Y,meter_01K42Q6R916Q4KB9MC6S46PWQ2,feat_01K42Q6R941C3QS6Q59CGGSPFB,api_call,onboarding,2025-10-25T07:15:04Z,1970-01-01T00:00:00Z,1761376322000,19,"{""api_calls"":19}",4917df9194f257fd640c78098452a9919b3730db79777ce4d61398cc7dcc63c0
